Name,hermes.d.vmsub.zxpt.pi+
Comment,HERMES deutron-to-pi+ (zxpt-3D) vmsub. thFactor contains DIS normalization
Reference,1212.5407
Process type,SIDIS
Number of points,335
Number of uncorr.errors,2
Number of corr.errors,1
Number of norm.errors,0
List of norm.errors (relative),
Total cross-section nomalized,False
List of points 
Point id,process id,s[GeV^2],<Q>[GeV],Qmin[GeV],Qmax[GeV],<x>,xMin,xMax,<z>,zMin,zMax,<pT>[GeV],pTMin[GeV],pTMax[GeV],xSec,Uncorr.Err.0,Uncorr.Err.1,Corr.Err.0,Th.Factor,FiducialCuts,yMin,yMax,W2min[GeV^2],W2max[GeV^2],TargetMass[GeV],ProductMass[GeV]
hermes.d.vmsub.zxpt.pi+.47,1 - 1 - 2011,52.657444,1.1181542827356161,1.0,4.47213595499958,0.03752505,0.023,0.047,0.6838881,0.6,0.8,0.6936255,0.6,0.8,0.1524426,0.003913501,0.01528789,0.004868149781538602,0.004311128541967763,True,0.1,0.85,10.0,10000.0,0.938,0.139
hermes.d.vmsub.zxpt.pi+.48,1 - 1 - 2011,52.657444,1.1181542827356161,1.0,4.47213595499958,0.03752505,0.023,0.047,0.6884675,0.6,0.8,0.9510005,0.8,1.2,0.06193996,0.001636963,0.006175585,0.001978010101785916,0.0021555642709838825,True,0.1,0.85,10.0,10000.0,0.938,0.139
hermes.d.vmsub.zxpt.pi+.49,1 - 1 - 2011,52.657444,1.1181542827356161,1.0,4.47213595499958,0.03752505,0.023,0.047,0.874357,0.8,1.1,0.09260683,0.0,0.15,0.01530788,0.00108866,0.00200161,0.0004888466391797248,0.0038321142595269028,True,0.1,0.85,10.0,10000.0,0.938,0.139
hermes.d.vmsub.zxpt.pi+.50,1 - 1 - 2011,52.657444,1.1181542827356161,1.0,4.47213595499958,0.03752505,0.023,0.047,0.8810219,0.8,1.1,0.1989952,0.15,0.25,0.03551669,0.002058421,0.006332205,0.0011342011134976326,0.005748171389290354,True,0.1,0.85,10.0,10000.0,0.938,0.139
hermes.d.vmsub.zxpt.pi+.51,1 - 1 - 2011,52.657444,1.1181542827356161,1.0,4.47213595499958,0.03752505,0.023,0.047,0.8732069,0.8,1.1,0.2986359,0.25,0.35,0.02933786,0.001980039,0.005967718,0.0009368844191178193,0.005748171389290355,True,0.1,0.85,10.0,10000.0,0.938,0.139
hermes.d.vmsub.zxpt.pi+.52,1 - 1 - 2011,52.657444,1.1181542827356161,1.0,4.47213595499958,0.03752505,0.023,0.047,0.8661959,0.8,1.1,0.401832,0.35,0.45,0.02481357,0.001842193,0.005147015,0.0007924043238221652,0.0057481713892903515,True,0.1,0.85,10.0,10000.0,0.938,0.139
hermes.d.vmsub.zxpt.pi+.53,1 - 1 - 2011,52.657444,1.1181542827356161,1.0,4.47213595499958,0.03752505,0.023,0.047,0.8636786,0.8,1.1,0.517069,0.45,0.6,0.02085158,0.00162494,0.003775386,0.0006658808930163529,0.0038321142595269028,True,0.1,0.85,10.0,10000.0,0.938,0.139
hermes.d.vmsub.zxpt.pi+.54,1 - 1 - 2011,52.657444,1.1181542827356161,1.0,4.47213595499958,0.03752505,0.023,0.047,0.8615321,0.8,1.1,0.6780825,0.6,0.8,0.01598938,0.001281851,0.001605825,0.0005106098738406304,0.0028740856946451758,True,0.1,0.85,10.0,10000.0,0.938,0.139
hermes.d.vmsub.zxpt.pi+.55,1 - 1 - 2011,52.657444,1.1181542827356161,1.0,4.47213595499958,0.03752505,0.023,0.047,0.8590686,0.8,1.1,0.9588761,0.8,1.2,0.008471815,0.0008591861,0.0008468602,0.0002705415962564627,0.0014370428473225887,True,0.1,0.85,10.0,10000.0,0.938,0.139
hermes.d.vmsub.zxpt.pi+.56,1 - 1 - 2011,52.657444,1.231731301867416,1.0,4.47213595499958,0.06102772,0.047,0.075,0.1443742,0.1,0.2,0.104801,0.0,0.15,3.856427,0.04322701,0.6404616,0.09694532305631771,0.006076074065797569,True,0.1,0.85,10.0,10000.0,0.938,0.139
