Name,hermes.p.vmsub.zxpt.k+
Comment,HERMES proton-to-k+ (zxpt-3D) vmsub. thFactor contains DIS normalization
Reference,1212.5407
Process type,SIDIS
Number of points,334
Number of uncorr.errors,2
Number of corr.errors,1
Number of norm.errors,0
List of norm.errors (relative),
Total cross-section nomalized,False
List of points 
Point id,process id,s[GeV^2],<Q>[GeV],Qmin[GeV],Qmax[GeV],<x>,xMin,xMax,<z>,zMin,zMax,<pT>[GeV],pTMin[GeV],pTMax[GeV],xSec,Uncorr.Err.0,Uncorr.Err.1,Corr.Err.0,Th.Factor,FiducialCuts,yMin,yMax,W2min[GeV^2],W2max[GeV^2],TargetMass[GeV],ProductMass[GeV]
hermes.p.vmsub.zxpt.k+.37,1 - 1 - 2002,52.657444,1.117911892771519,1.0,4.47213595499958,0.03758844,0.023,0.047,0.5335103,0.475,0.6,0.3035926,0.25,0.35,0.1026317,0.009523787,0.02166869,0.003102264000875014,0.013187593025551982,True,0.1,0.85,10.0,10000.0,0.938,0.494
hermes.p.vmsub.zxpt.k+.38,1 - 1 - 2002,52.657444,1.117911892771519,1.0,4.47213595499958,0.03758844,0.023,0.047,0.5398318,0.475,0.6,0.4064023,0.35,0.45,0.1602596,0.01090636,0.05755547,0.004844191296398962,0.013187593025551975,True,0.1,0.85,10.0,10000.0,0.938,0.494
hermes.p.vmsub.zxpt.k+.39,1 - 1 - 2002,52.657444,1.117911892771519,1.0,4.47213595499958,0.03758844,0.023,0.047,0.5427859,0.475,0.6,0.5323874,0.45,0.6,0.1546279,0.008502938,0.0756248,0.0046739610442085786,0.008791728683701322,True,0.1,0.85,10.0,10000.0,0.938,0.494
hermes.p.vmsub.zxpt.k+.40,1 - 1 - 2002,52.657444,1.117911892771519,1.0,4.47213595499958,0.03758844,0.023,0.047,0.536718,0.475,0.6,0.6963655,0.6,0.8,0.1335311,0.006046011,0.06531003,0.004036264862876106,0.006593796512775987,True,0.1,0.85,10.0,10000.0,0.938,0.494
hermes.p.vmsub.zxpt.k+.41,1 - 1 - 2002,52.657444,1.117911892771519,1.0,4.47213595499958,0.03758844,0.023,0.047,0.5452103,0.475,0.6,0.9575511,0.8,1.2,0.03941616,0.002129181,0.01928166,0.0011914382614799295,0.0032968982563879954,True,0.1,0.85,10.0,10000.0,0.938,0.494
hermes.p.vmsub.zxpt.k+.42,1 - 1 - 2002,52.657444,1.1180456162429153,1.0,4.47213595499958,0.03758863,0.023,0.047,0.6898611,0.6,0.8,0.1007796,0.0,0.15,0.01472409,0.003760935,0.007193228,0.00044506730720278226,0.005494830427313323,True,0.1,0.85,10.0,10000.0,0.938,0.494
hermes.p.vmsub.zxpt.k+.43,1 - 1 - 2002,52.657444,1.117911892771519,1.0,4.47213595499958,0.03758844,0.023,0.047,0.6844813,0.6,0.8,0.2052433,0.15,0.25,0.042642,0.005653263,0.0208287,0.001288946217643402,0.008242245640969984,True,0.1,0.85,10.0,10000.0,0.938,0.494
hermes.p.vmsub.zxpt.k+.44,1 - 1 - 2002,52.657444,1.117911892771519,1.0,4.47213595499958,0.03758844,0.023,0.047,0.684499,0.6,0.8,0.3051222,0.25,0.35,0.05765424,0.005827882,0.02818454,0.0017427234787089007,0.008242245640969986,True,0.1,0.85,10.0,10000.0,0.938,0.494
hermes.p.vmsub.zxpt.k+.45,1 - 1 - 2002,52.657444,1.117911892771519,1.0,4.47213595499958,0.03758844,0.023,0.047,0.6808373,0.6,0.8,0.4022008,0.35,0.45,0.06470023,0.006297764,0.0291775,0.0019557036897696676,0.00824224564096998,True,0.1,0.85,10.0,10000.0,0.938,0.494
hermes.p.vmsub.zxpt.k+.46,1 - 1 - 2002,52.657444,1.117911892771519,1.0,4.47213595499958,0.03758844,0.023,0.047,0.6831881,0.6,0.8,0.5269329,0.45,0.6,0.08620588,0.004699682,0.02798824,0.0026057582422170864,0.005494830427313324,True,0.1,0.85,10.0,10000.0,0.938,0.494
hermes.p.vmsub.zxpt.k+.47,1 - 1 - 2002,52.657444,1.117911892771519,1.0,4.47213595499958,0.03758844,0.023,0.047,0.6857091,0.6,0.8,0.6954631,0.6,0.8,0.06558401,0.003379277,0.01770401,0.00198241784220691,0.00412112282048499,True,0.1,0.85,10.0,10000.0,0.938,0.494
hermes.p.vmsub.zxpt.k+.48,1 - 1 - 2002,52.657444,1.117911892771519,1.0,4.47213595499958,0.03758844,0.023,0.047,0.6911086,0.6,0.8,0.9495529,0.8,1.2,0.02864494,0.001468163,0.007727238,0.0008658549567942919,0.0020605614102424965,True,0.1,0.85,10.0,10000.0,0.938,0.494
hermes.p.vmsub.zxpt.k+.49,1 - 1 - 2002,52.657444,1.117911892771519,1.0,4.47213595499958,0.03758844,0.023,0.047,0.8306562,0.8,1.1,0.09363754,0.0,0.15,0.001838076,0.001084561,0.0005018493,5.555980272832216e-05,0.0036632202848755494,True,0.1,0.85,10.0,10000.0,0.938,0.494
hermes.p.vmsub.zxpt.k+.50,1 - 1 - 2002,52.657444,1.117911892771519,1.0,4.47213595499958,0.03758844,0.023,0.047,0.8692754,0.8,1.1,0.2014999,0.15,0.25,0.006721167,0.001661363,0.001814312,0.0002031617368509838,0.005494830427313324,True,0.1,0.85,10.0,10000.0,0.938,0.494
hermes.p.vmsub.zxpt.k+.51,1 - 1 - 2002,52.657444,1.117911892771519,1.0,4.47213595499958,0.03758844,0.023,0.047,0.8779524,0.8,1.1,0.3012863,0.25,0.35,0.01481978,0.003002333,0.00400148,0.00044795974338228357,0.0054948304273133245,True,0.1,0.85,10.0,10000.0,0.938,0.494
hermes.p.vmsub.zxpt.k+.52,1 - 1 - 2002,52.657444,1.117911892771519,1.0,4.47213595499958,0.03758844,0.023,0.047,0.8763051,0.8,1.1,0.4051151,0.35,0.45,0.01532826,0.002854117,0.006917639,0.0004633296456558007,0.005494830427313321,True,0.1,0.85,10.0,10000.0,0.938,0.494
hermes.p.vmsub.zxpt.k+.53,1 - 1 - 2002,52.657444,1.117911892771519,1.0,4.47213595499958,0.03758844,0.023,0.047,0.8697566,0.8,1.1,0.519637,0.45,0.6,0.01478029,0.001905574,0.00480024,0.0004467660731478964,0.0036632202848755494,True,0.1,0.85,10.0,10000.0,0.938,0.494
hermes.p.vmsub.zxpt.k+.54,1 - 1 - 2002,52.657444,1.117911892771519,1.0,4.47213595499958,0.03758844,0.023,0.047,0.854633,0.8,1.1,0.6881503,0.6,0.8,0.01090534,0.001592041,0.00294375,0.00032963737031835506,0.0027474152136566605,True,0.1,0.85,10.0,10000.0,0.938,0.494
hermes.p.vmsub.zxpt.k+.55,1 - 1 - 2002,52.657444,1.117911892771519,1.0,4.47213595499958,0.03758844,0.023,0.047,0.8618727,0.8,1.1,0.9720637,0.8,1.2,0.002738582,0.0004804869,0.0007386439,8.277953451072424e-05,0.0013737076068283311,True,0.1,0.85,10.0,10000.0,0.938,0.494
hermes.p.vmsub.zxpt.k+.56,1 - 1 - 2002,52.657444,1.2288104003466116,1.0,4.47213595499958,0.06109764,0.047,0.075,0.1490277,0.1,0.2,0.1012257,0.0,0.15,0.3802501,0.0195267,0.1544707,0.009088335428501751,0.005737335878031426,True,0.1,0.85,10.0,10000.0,0.938,0.494
hermes.p.vmsub.zxpt.k+.57,1 - 1 - 2002,52.657444,1.2288104003466116,1.0,4.47213595499958,0.06109764,0.047,0.075,0.1507331,0.1,0.2,0.2117026,0.15,0.25,0.8197211,0.03076205,0.09311864,0.019592106128625414,0.008606003817047138,True,0.1,0.85,10.0,10000.0,0.938,0.494
