Name,hermes.d.no-vmsub.zxpt.pi-
Comment,HERMES deutron-to-pi- (zxpt-3D) no-vmsub. thFactor contains DIS normalization
Reference,1212.5407
Process type,SIDIS
Number of points,335
Number of uncorr.errors,2
Number of corr.errors,1
Number of norm.errors,0
List of norm.errors (relative),
Total cross-section nomalized,False
List of points 
Point id,process id,s[GeV^2],<Q>[GeV],Qmin[GeV],Qmax[GeV],<x>,xMin,xMax,<z>,zMin,zMax,<pT>[GeV],pTMin[GeV],pTMax[GeV],xSec,Uncorr.Err.0,Uncorr.Err.1,Corr.Err.0,Th.Factor,FiducialCuts,yMin,yMax,W2min[GeV^2],W2max[GeV^2],TargetMass[GeV],ProductMass[GeV]
hermes.d.no-vmsub.zxpt.pi-.58,1 - 1 - 2031,52.657444,1.231731301867416,1.0,4.47213595499958,0.06102772,0.047,0.075,0.1480782,0.1,0.2,0.3118108,0.25,0.35,7.797096,0.06246993,0.643986,0.19600837527097562,0.009114111098696354,True,0.1,0.85,10.0,10000.0,0.938,0.139
hermes.d.no-vmsub.zxpt.pi-.59,1 - 1 - 2031,52.657444,1.231731301867416,1.0,4.47213595499958,0.06102772,0.047,0.075,0.1505657,0.1,0.2,0.4176236,0.35,0.45,6.061732,0.06025629,0.6633893,0.15238368754829767,0.009114111098696349,True,0.1,0.85,10.0,10000.0,0.938,0.139
hermes.d.no-vmsub.zxpt.pi-.60,1 - 1 - 2031,52.657444,1.231731301867416,1.0,4.47213595499958,0.06102772,0.047,0.075,0.1522786,0.1,0.2,0.5501876,0.45,0.6,3.605489,0.05080849,0.4151171,0.09063708346637961,0.006076074065797569,True,0.1,0.85,10.0,10000.0,0.938,0.139
hermes.d.no-vmsub.zxpt.pi-.61,1 - 1 - 2031,52.657444,1.231731301867416,1.0,4.47213595499958,0.06102772,0.047,0.075,0.1588141,0.1,0.2,0.7535266,0.6,0.8,1.446343,0.05388918,0.1413164,0.036359093374578,0.0045570555493481745,True,0.1,0.85,10.0,10000.0,0.938,0.139
hermes.d.no-vmsub.zxpt.pi-.62,1 - 1 - 2031,52.657444,1.231731301867416,1.0,4.47213595499958,0.06102772,0.047,0.075,0.1683654,0.1,0.2,1.000536,0.8,1.2,0.2713128,0.05154471,0.02642877,0.006820434315316774,0.0022785277746740886,True,0.1,0.85,10.0,10000.0,0.938,0.139
hermes.d.no-vmsub.zxpt.pi-.63,1 - 1 - 2031,52.657444,1.231731301867416,1.0,4.47213595499958,0.06102772,0.047,0.075,0.2248749,0.2,0.25,0.1009056,0.0,0.15,1.630785,0.02781594,0.3384395,0.04099571407948266,0.01215214813159514,True,0.1,0.85,10.0,10000.0,0.938,0.139
hermes.d.no-vmsub.zxpt.pi-.64,1 - 1 - 2031,52.657444,1.231731301867416,1.0,4.47213595499958,0.06102772,0.047,0.075,0.2257747,0.2,0.25,0.2052801,0.15,0.25,3.537674,0.05117904,0.4768859,0.08893230671757452,0.018228222197392712,True,0.1,0.85,10.0,10000.0,0.938,0.139
hermes.d.no-vmsub.zxpt.pi-.65,1 - 1 - 2031,52.657444,1.231731301867416,1.0,4.47213595499958,0.06102772,0.047,0.075,0.2264727,0.2,0.25,0.3046094,0.25,0.35,3.966855,0.05537977,0.3255469,0.09972133259428201,0.018228222197392712,True,0.1,0.85,10.0,10000.0,0.938,0.139
hermes.d.no-vmsub.zxpt.pi-.66,1 - 1 - 2031,52.657444,1.231731301867416,1.0,4.47213595499958,0.06102772,0.047,0.075,0.228523,0.2,0.25,0.4070827,0.35,0.45,3.566298,0.04859706,0.1627042,0.08965187509710408,0.0182282221973927,True,0.1,0.85,10.0,10000.0,0.938,0.139
hermes.d.no-vmsub.zxpt.pi-.67,1 - 1 - 2031,52.657444,1.231731301867416,1.0,4.47213595499958,0.06102772,0.047,0.075,0.231398,0.2,0.25,0.5349709,0.45,0.6,2.230064,0.03205452,0.1202153,0.05606077203490799,0.012152148131595143,True,0.1,0.85,10.0,10000.0,0.938,0.139
